,VC0175,VC0176,VC0177,VC0178,VC0179,VC0180,VC0181,VC0182,VC0183,VC0184,VC0185
 [[Clostridium[gi|16929xxxx],0,0,0,0,0,0,1,0,0,0,0
Staphylococcus aureus VET0120R[gi|61269xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0123R[gi|61630xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0124R[gi|61630xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0125R[gi|61268xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0126R[gi|61631xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0127R[gi|61631xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0128R[gi|61632xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0129R[gi|61631xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0130R[gi|61632xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0132R[gi|61632xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0133R[gi|61633xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0134R[gi|61633xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0136R[gi|61268xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0140R[gi|61633xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0141R[gi|61268xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0148R[gi|61633xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0150R[gi|61268xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0151R[gi|61634xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0152R[gi|61634xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0154R[gi|61267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0155R[gi|61634xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0156R[gi|61634xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0157R[gi|61267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0158R[gi|61267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0159R[gi|61267xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0161R[gi|61635xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0162R[gi|61635xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0164R[gi|61635xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0165R[gi|61636xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0166R[gi|61636xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0167R[gi|61636xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0171R[gi|61636xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0176R[gi|61637xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0177R[gi|61637xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0178R[gi|61637xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0179R[gi|61638xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0180R[gi|61637xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0183R[gi|61266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0184R[gi|61266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0188R[gi|61638xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0189R[gi|61638xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0190R[gi|61639xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0191R[gi|61266xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0192R[gi|61639xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0193R[gi|61639xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0194R[gi|61639xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0195R[gi|61640xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0197R[gi|61265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0198R[gi|61640xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0200R[gi|61640xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0203R[gi|61265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0212R[gi|61641xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0213R[gi|61641xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0214R[gi|61641xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0215R[gi|61641xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0216R[gi|61641xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0217R[gi|61642xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0218R[gi|61642xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0219R[gi|61265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0221R[gi|61642xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0222R[gi|61643xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0224R[gi|61643xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0227R[gi|61643xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0228R[gi|61643xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0229R[gi|61265xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0230R[gi|61644xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0232R[gi|61264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0235R[gi|61264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0236R[gi|61644xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0237R[gi|61644xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0241R[gi|61645xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0243R[gi|61645xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0244R[gi|61264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0247R[gi|61645xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0249R[gi|61645xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0251R[gi|61264xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0252R[gi|61645xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0253R[gi|61646xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0254R[gi|61646xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0256R[gi|61647xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0259R[gi|61646xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0260R[gi|61647xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0261R[gi|61647xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0263R[gi|61647xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0267R[gi|61647xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0268R[gi|61648xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0269R[gi|61648xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0270R[gi|61649xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0271R[gi|61649xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0275R[gi|61649xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0278R[gi|61649xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0279R[gi|61650xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0280R[gi|61650xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0282R[gi|61650xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0283R[gi|61650xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0284R[gi|61651xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0286R[gi|61651xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0287R[gi|61651xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0288R[gi|61652xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0289R[gi|61652xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0290R[gi|61652xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0291R[gi|61652xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0292R[gi|61653xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0293R[gi|61263xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0294R[gi|61653xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0295R[gi|61653xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0296R[gi|61653xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0297R[gi|61653xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0298R[gi|61263xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0299R[gi|61654xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0300R[gi|61654xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0301R[gi|61263xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0302R[gi|61655xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0303R[gi|61654xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0304R[gi|61655xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0305R[gi|61655xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0306R[gi|61263xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0307R[gi|61655xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0308R[gi|61656xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0309R[gi|61656xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0312R[gi|61656xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0313R[gi|61657xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0314R[gi|61657xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0315R[gi|61657xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0316R[gi|61657xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0317R[gi|61657xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0318R[gi|61658xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0319R[gi|61262xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0320R[gi|61658xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0322R[gi|61658xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0323R[gi|61659xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0325R[gi|61659xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0326R[gi|61659xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0329R[gi|61660xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0331R[gi|61660xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0332R[gi|61262xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0333R[gi|61660xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0335R[gi|61661xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0336R[gi|61660xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0337R[gi|61661xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0338R[gi|61661xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0339R[gi|61661xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0340R[gi|61662xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0341R[gi|61662xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0342R[gi|61262xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0343R[gi|61262xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0352R[gi|61662xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0353R[gi|61261xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0354R[gi|61663xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0357R[gi|61663xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0358R[gi|61261xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0359R[gi|61663xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0360R[gi|61663xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0361R[gi|61261xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0363R[gi|61663xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0366R[gi|61664xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0367R[gi|61664xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0368R[gi|61261xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0369R[gi|61664xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0373R[gi|61665xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0376R[gi|61665xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0382R[gi|61665xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0383R[gi|61665xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0384R[gi|61666xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0387R[gi|61666xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0388R[gi|61666xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0389R[gi|61666xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0390R[gi|61667xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0393R[gi|61667xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0394R[gi|61667xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0395R[gi|61668xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0396R[gi|61668xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0399R[gi|61668xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0400R[gi|61260xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0401R[gi|61668xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0402R[gi|61669xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0403R[gi|61669xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0406R[gi|61669xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0407R[gi|61669xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0410R[gi|61670xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0411R[gi|61670xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0412R[gi|61670xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0413R[gi|61670xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0414R[gi|61260xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0415R[gi|61671xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0417R[gi|61671xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0418R[gi|61671xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0421R[gi|61672xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0422R[gi|61259xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0423R[gi|61672xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0424R[gi|61259xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0425R[gi|61672xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0426R[gi|61259xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0427R[gi|61672xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0428R[gi|61673xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0431R[gi|61673xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0432R[gi|61673xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0433R[gi|61673xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0434R[gi|61674xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0435R[gi|61674xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0436R[gi|61260xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0437R[gi|61259xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0438R[gi|61674xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0439R[gi|61675xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0440R[gi|61675xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0442R[gi|61675xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0443R[gi|61675xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0444R[gi|61676xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0446R[gi|61676xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0451R[gi|61676xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0452R[gi|61677xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0454R[gi|61677xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0455R[gi|61677xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0456R[gi|61677xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0459R[gi|61677xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0460R[gi|61678xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0462R[gi|61678xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0463R[gi|61678xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0464R[gi|61678xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0465R[gi|61679xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0467R[gi|61258xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0468R[gi|61679xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0469R[gi|61258xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0470R[gi|61680xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0471R[gi|61258xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0472R[gi|61257xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0473R[gi|61258xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0478R[gi|61679xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0481R[gi|61680xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0485R[gi|61680xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0486R[gi|61680xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0488R[gi|61681xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0489R[gi|61257xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0519S[gi|61681xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0596R[gi|61681xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0612S[gi|61257xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0632S[gi|61682xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0645S[gi|61682xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0657S[gi|61682xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0678S[gi|61682xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0679S[gi|61683xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0765S[gi|61257xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0779S[gi|61683xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0787S[gi|61683xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0798S[gi|61256xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0809S[gi|61683xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0810S[gi|61684xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0889S[gi|61684xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0919S[gi|61684xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET0920S[gi|61684xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1020S[gi|61685xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1024S[gi|61685xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1025S[gi|61685xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1026S[gi|61686xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1035S[gi|61686xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1048S[gi|61686xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1052S[gi|61686xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1054S[gi|61686xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1068S[gi|61687xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1088S[gi|61687xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1103S[gi|61256xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1104S[gi|61687xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1168S[gi|61688xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1181S[gi|61688xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1245S[gi|61688xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1368S[gi|61256xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1373S[gi|61256xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1411S[gi|61688xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1419S[gi|61255xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1422S[gi|61255xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1434S[gi|61689xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1468S[gi|61689xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1495S[gi|61689xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1499S[gi|61689xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1515S[gi|61255xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1518S[gi|61690xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1519S[gi|61690xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1526S[gi|61690xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1646S[gi|61691xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1653S[gi|61691xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1727S[gi|61691xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1738S[gi|61691xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1779S[gi|61692xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1816S[gi|61691xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1817S[gi|61692xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1822S[gi|61692xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1831R[gi|61693xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1832R[gi|61693xxxx],1,0,0,0,0,0,0,0,0,0,0
Staphylococcus aureus VET1833R[gi|61254xxxx],1,0,0,0,0,0,0,0,0,0,0
